,name,speed
382,5,32.48936170212767
383,6,14.854545454545455
384,7,20.67076923076923
385,8,33.65714285714286
386,9,34.36288659793814
387,10,33.80384615384615
388,11,34.475
389,12,30.347252747252742
390,0,23.04
391,1,29.23294117647059
392,2,21.726315789473684
393,3,13.444897959183674
394,4,17.415384615384617
395,5,27.489361702127663
396,6,17.854545454545455
397,7,16.67076923076923
398,8,32.65714285714286
399,9,36.36288659793814
400,10,33.80384615384615
401,11,35.475
402,12,30.347252747252742
403,0,22.04
404,1,28.23294117647059
405,2,21.726315789473684
406,3,16.444897959183674
407,4,15.415384615384616
408,5,30.489361702127663
409,6,20.854545454545455
410,7,18.67076923076923
411,8,32.65714285714286
412,9,33.36288659793814
413,10,29.803846153846152
414,11,36.475
415,12,23.347252747252742
416,0,22.04
417,1,25.23294117647059
418,2,23.726315789473684
419,3,10.444897959183674
420,4,19.415384615384617
421,5,30.489361702127663
422,6,17.854545454545455
423,7,16.67076923076923
424,8,35.65714285714286
425,9,30.362886597938143
426,10,30.803846153846152
427,11,33.475
428,12,28.347252747252742
429,0,19.04
430,1,25.55714285714286
431,2,24.726315789473684
432,3,17.444897959183674
433,4,15.415384615384616
434,5,29.489361702127663
435,6,17.854545454545455
436,7,20.67076923076923
437,8,36.25090909090909
438,9,32.36288659793814
439,10,29.38823529411765
440,11,36.88695652173913
441,12,23.347252747252742
442,0,16.04
443,1,28.55714285714286
444,2,21.726315789473684
445,3,14.444897959183674
446,4,16.415384615384617
447,5,29.489361702127663
448,6,15.854545454545455
449,7,15.670769230769231
450,8,37.25090909090909
451,9,34.36288659793814
452,10,30.38823529411765
453,11,36.88695652173913
454,12,26.347252747252742
455,0,23.04
456,1,26.55714285714286
457,2,24.726315789473684
458,3,12.444897959183674
459,4,14.415384615384616
460,5,27.489361702127663
461,6,17.854545454545455
462,7,17.67076923076923
463,8,36.25090909090909
464,9,31.362886597938143
465,10,29.38823529411765
466,11,32.88695652173913
467,12,27.347252747252742
468,0,20.04
469,1,27.55714285714286
470,2,21.11428571428572
471,3,15.444897959183674
472,4,13.415384615384616
473,5,29.489361702127663
474,6,15.854545454545455
475,7,16.67076923076923
476,8,35.25090909090909
477,9,31.362886597938143
478,10,29.38823529411765
479,11,34.88695652173913
480,12,25.347252747252742
481,0,17.16603773584906
482,1,26.55714285714286
483,2,21.11428571428572
484,3,12.444897959183674
485,4,11.36
486,5,25.65384615384616
487,6,14.48
488,7,16.17313432835821
489,8,34.53103448275862
490,9,28.70909090909091
491,10,30.52
492,11,28.812244897959182
493,12,26.06086956521739
494,0,14.476923076923075
495,1,25.55714285714286
496,2,25.11428571428572
497,3,16.91764705882353
498,4,14.415384615384616
499,5,27.285714285714285
500,6,21.015384615384612
501,7,18.418181818181818
502,8,35.25090909090909
503,9,36.044210526315794
504,10,31.52
505,11,36.88695652173913
506,12,24.347252747252742
507,0,21.92558139534884
508,1,25.91627906976744
509,2,25.11428571428572
510,3,14.725
511,4,16.415384615384617
512,5,27.285714285714285
513,6,22.540000000000003
514,7,14.418181818181818
515,8,30.25090909090909
516,9,35.044210526315794
517,10,26.52
518,11,32.88695652173913
519,12,23.347252747252742
520,0,19.866666666666667
521,1,27.91627906976744
522,2,23.11428571428572
523,3,17.725
524,4,14.415384615384616
525,5,32.285714285714285
526,6,15.540000000000003
527,7,15.418181818181818
528,8,30.25090909090909
529,9,29.700000000000003
530,10,30.52
531,11,34.88695652173913
532,12,23.347252747252742
533,0,15.866666666666667
534,1,27.91627906976744
535,2,20.11428571428572
536,3,13.725
537,4,15.415384615384616
538,5,32.285714285714285
539,6,18.540000000000003
540,7,17.418181818181818
541,8,36.25090909090909
542,9,37.044210526315794
543,10,28.52
544,11,37.88695652173913
545,12,29.347252747252742
546,0,19.866666666666667
547,1,29.91627906976744
548,2,20.11428571428572
549,3,11.725
550,4,15.415384615384616
551,5,31.285714285714285
552,6,15.540000000000003
553,7,16.418181818181818
554,8,32.25090909090909
555,9,35.044210526315794
556,10,27.52
557,11,36.88695652173913
558,12,24.347252747252742
559,0,17.866666666666667
560,1,25.55714285714286
561,2,23.11428571428572
562,3,15.725
563,4,15.663414634146342
564,5,26.285714285714285
565,6,23.015384615384612
566,7,20.17313432835821
567,8,34.505660377358495
568,9,31.044210526315794
569,10,32.09320388349514
570,11,36.475
571,12,27.347252747252742
572,0,19.866666666666667
573,1,24.55714285714286
574,2,23.11428571428572
575,3,10.725
576,4,17.663414634146342
577,5,32.285714285714285
578,6,21.015384615384612
579,7,17.17313432835821
580,8,34.505660377358495
581,9,34.044210526315794
582,10,33.09320388349514
583,11,30.475
584,12,26.347252747252742
585,0,14.866666666666667
586,1,24.55714285714286
587,2,20.11428571428572
588,3,15.725
589,4,13.663414634146342
590,5,28.875000000000004
591,6,20.015384615384612
592,7,19.17313432835821
593,8,35.505660377358495
594,9,30.044210526315794
595,10,30.38823529411765
596,11,29.475
597,12,29.347252747252742
598,0,21.92558139534884
599,1,25.55714285714286
600,2,23.11428571428572
601,3,16.725
602,4,15.663414634146342
603,5,26.875000000000004
604,6,18.015384615384612
605,7,16.17313432835821
606,8,35.505660377358495
607,9,35.044210526315794
608,10,28.38823529411765
609,11,33.475
610,12,25.347252747252742
611,0,21.92558139534884
612,1,29.889156626506026
613,2,24.726315789473684
614,3,17.725
615,4,16.36
616,5,28.176470588235293
617,6,18.854545454545455
618,7,16.93529411764706
619,8,35.65714285714286
620,9,31.70909090909091
621,10,27.38823529411765
622,11,28.176
623,12,30.06086956521739
624,0,19.229787234042558
625,1,32.22926829268293
626,2,25.933333333333334
627,3,16.64
628,4,13.981395348837207
629,5,30.285714285714285
630,6,21.015384615384612
631,7,20.67076923076923
632,8,32.65714285714286
633,9,33.39574468085107
634,10,31.093203883495143
635,11,36.475
636,12,24.347252747252742
637,0,21.229787234042558
638,1,27.229268292682928
639,2,22.933333333333334
640,3,15.64
641,4,10.981395348837207
642,5,26.285714285714285
643,6,19.015384615384612
644,7,18.67076923076923
645,8,33.65714285714286
646,9,34.39574468085107
647,10,29.093203883495143
648,11,36.88695652173913
649,12,23.347252747252742
650,0,15.229787234042558
651,1,26.229268292682928
652,2,22.933333333333334
653,3,17.64
654,4,15.981395348837207
655,5,29.285714285714285
656,6,21.015384615384612
657,7,19.67076923076923
658,8,34.65714285714286
659,9,35.39574468085107
660,10,32.968224299065426
661,11,30.88695652173913
662,12,26.347252747252742
663,0,17.229787234042558
664,1,25.229268292682928
665,2,20.933333333333334
666,3,11.64
667,4,16.981395348837207
668,5,31.285714285714285
669,6,19.015384615384612
670,7,20.67076923076923
671,8,36.65714285714286
672,9,31.395744680851067
673,10,34.09320388349514
674,11,33.88695652173913
675,12,30.347252747252742
676,0,21.229787234042558
677,1,30.229268292682928
678,2,19.933333333333334
679,3,18.64
680,4,16.981395348837207
681,5,26.285714285714285
682,6,19.015384615384612
683,7,18.67076923076923
684,8,35.65714285714286
685,9,36.044210526315794
686,10,32.38823529411765
687,11,32.88695652173913
688,12,29.64
689,0,22.229787234042558
690,1,32.22926829268293
691,2,26.933333333333334
692,3,15.64
693,4,13.663414634146342
694,5,25.875000000000004
695,6,22.015384615384612
696,7,13.670769230769231
697,8,31.65714285714286
698,9,32.044210526315794
699,10,28.38823529411765
700,11,30.88695652173913
701,12,24.64
702,0,22.229787234042558
703,1,26.229268292682928
704,2,20.933333333333334
705,3,14.64
706,4,18.663414634146342
707,5,28.875000000000004
708,6,20.015384615384612
709,7,20.67076923076923
710,8,33.65714285714286
711,9,32.044210526315794
712,10,29.68910891089109
713,11,31.88695652173913
714,12,23.64
715,0,18.229787234042558
716,1,30.229268292682928
717,2,25.933333333333334
718,3,18.64
719,4,16.663414634146342
720,5,28.875000000000004
721,6,22.015384615384612
722,7,17.67076923076923
723,8,33.65714285714286
724,9,30.044210526315794
725,10,34.68910891089109
726,11,34.88695652173913
727,12,27.64
728,0,14.8
729,1,27.577777777777776
730,2,25.11428571428572
731,3,15.725
732,4,15.314285714285717
733,5,32.875
734,6,20.087804878048782
735,7,15.93529411764706
736,8,31.65714285714286
737,9,30.362886597938143
738,10,29.68910891089109
739,11,31.812244897959182
740,12,24.347252747252742
741,0,20.8
742,1,28.577777777777776
743,2,20.11428571428572
744,3,12.725
745,4,17.314285714285717
746,5,26.875000000000004
747,6,22.087804878048782
748,7,19.93529411764706
749,8,34.65714285714286
750,9,36.36288659793814
751,10,33.68910891089109
752,11,30.812244897959182
753,12,28.347252747252742
754,0,15.8
755,1,32.577777777777776
756,2,24.11428571428572
757,3,15.725
758,4,12.314285714285717
759,5,30.875000000000004
760,6,21.087804878048782
761,7,18.93529411764706
762,8,32.65714285714286
763,9,34.36288659793814
764,10,33.68910891089109
765,11,28.812244897959182
766,12,25.347252747252742
767,0,20.89756097560976
768,1,25.935
769,2,23.11428571428572
770,3,11.64
771,4,11.36
772,5,32.1304347826087
773,6,21.65714285714286
774,7,20.17313432835821
775,8,29.65714285714286
776,9,32.044210526315794
777,10,29.968224299065422
778,11,36.88695652173913
779,12,24.347252747252742
780,0,20.89756097560976
781,1,31.301265822784814
782,2,19.11428571428572
783,3,12.64
784,4,17.36
785,5,27.1304347826087
786,6,20.854545454545455
787,7,18.17313432835821
788,8,30.65714285714286
789,9,32.044210526315794
790,10,25.968224299065422
791,11,37.88695652173913
792,12,25.347252747252742
793,0,23.89756097560976
794,1,29.301265822784814
795,2,21.11428571428572
796,3,18.64
797,4,10.36
798,5,34.1304347826087
799,6,15.854545454545455
800,7,15.17313432835821
801,8,34.65714285714286
802,9,36.044210526315794
803,10,31.968224299065422
804,11,35.88695652173913
805,12,30.347252747252742
806,0,17.89756097560976
807,1,33.30126582278481
808,2,21.933333333333334
809,3,11.017021276595743
810,4,11.36
811,5,27.1304347826087
812,6,20.854545454545455
813,7,17.17313432835821
814,8,34.65714285714286
815,9,37.75483870967742
816,10,27.803846153846152
817,11,37.88695652173913
818,12,23.347252747252742
819,0,24.89756097560976
820,1,31.301265822784814
821,2,25.933333333333334
822,3,13.017021276595743
823,4,16.36
824,5,33.1304347826087
825,6,16.854545454545455
826,7,19.17313432835821
827,8,32.65714285714286
828,9,33.75483870967742
829,10,30.803846153846152
830,11,32.88695652173913
831,12,24.347252747252742
832,0,20.89756097560976
833,1,32.30126582278481
834,2,20.933333333333334
835,3,15.017021276595743
836,4,11.36
837,5,33.1304347826087
838,6,16.854545454545455
839,7,20.17313432835821
840,8,32.65714285714286
841,9,36.75483870967742
842,10,27.803846153846152
843,11,32.88695652173913
844,12,29.347252747252742
845,0,22.89756097560976
846,1,26.676923076923075
847,2,26.933333333333334
848,3,12.017021276595743
849,4,14.36
850,5,34.1304347826087
851,6,18.854545454545455
852,7,13.17313432835821
853,8,36.65714285714286
854,9,33.12173913043478
855,10,30.803846153846152
856,11,37.01951219512195
857,12,28.347252747252742
858,0,14.476923076923075
859,1,30.229268292682928
860,2,18.726315789473684
861,3,15.176
862,4,14.36
863,5,24.176470588235293
864,6,13.48
865,7,13.418181818181818
866,8,32.65714285714286
867,9,33.36288659793814
868,10,29.954639175257736
869,11,28.176
870,12,27.347252747252742
871,0,18.476923076923075
872,1,31.229268292682928
873,2,18.726315789473684
874,3,17.176000000000002
875,4,15.36
876,5,31.176470588235293
877,6,18.48
878,7,17.418181818181818
879,8,30.65714285714286
880,9,35.36288659793814
881,10,29.954639175257736
882,11,31.176
883,12,28.347252747252742
884,0,20.476923076923075
885,1,32.22926829268293
886,2,22.726315789473684
887,3,10.176
888,4,10.36
889,5,28.176470588235293
890,6,20.48
891,7,14.418181818181818
892,8,34.65714285714286
893,9,32.36288659793814
894,10,28.954639175257736
895,11,31.176
896,12,29.347252747252742
897,0,23.92558139534884
898,1,30.55714285714286
899,2,21.989830508474576
900,3,15.176
901,4,16.981395348837207
902,5,28.1304347826087
903,6,20.087804878048782
904,7,15.93529411764706
905,8,28.98032786885246
906,9,34.75483870967742
907,10,35.62857142857143
908,11,36.475
909,12,27.347252747252742
910,0,17.92558139534884
911,1,30.55714285714286
912,2,18.726315789473684
913,3,14.176
914,4,10.981395348837207
915,5,34.1304347826087
916,6,22.015384615384612
917,7,19.93529411764706
918,8,31.98032786885246
919,9,31.754838709677422
920,10,33.62857142857143
921,11,32.475
922,12,23.347252747252742
923,0,19.92558139534884
924,1,29.55714285714286
925,2,18.726315789473684
926,3,16.176000000000002
927,4,10.981395348837207
928,5,33.1304347826087
929,6,19.015384615384612
930,7,12.93529411764706
931,8,30.98032786885246
932,9,32.75483870967742
933,10,30.628571428571437
934,11,31.475
935,12,23.347252747252742
936,0,21.92558139534884
937,1,25.229268292682928
938,2,22.989830508474576
939,3,11.444897959183674
940,4,13.981395348837207
941,5,32.1304347826087
942,6,21.015384615384612
943,7,19.704347826086956
944,8,27.48
945,9,30.044210526315794
946,10,27.68910891089109
947,11,34.88695652173913
948,12,30.347252747252742
949,0,19.92558139534884
950,1,25.229268292682928
951,2,21.989830508474576
952,3,17.444897959183674
953,4,16.981395348837207
954,5,30.1304347826087
955,6,23.015384615384612
956,7,17.704347826086956
957,8,30.48
958,9,32.044210526315794
959,10,28.68910891089109
960,11,33.88695652173913
961,12,28.347252747252742
962,0,17.92558139534884
963,1,32.22926829268293
964,2,22.989830508474576
965,3,11.444897959183674
966,4,14.981395348837207
967,5,30.1304347826087
968,6,23.015384615384612
969,7,13.704347826086956
970,8,27.48
971,9,33.044210526315794
972,10,30.68910891089109
973,11,32.88695652173913
974,12,25.347252747252742
975,0,20.92558139534884
976,1,26.229268292682928
977,2,21.989830508474576
978,3,16.444897959183674
979,4,16.981395348837207
980,5,27.1304347826087
981,6,16.087804878048782
982,7,14.704347826086956
983,8,33.480000000000004
984,9,33.044210526315794
985,10,34.68910891089109
986,11,30.88695652173913
987,12,25.347252747252742
988,0,20.8
989,1,29.577777777777776
990,2,23.11428571428572
991,3,18.01702127659574
992,4,12.981395348837207
993,5,29.875000000000004
994,6,14.657142857142858
995,7,15.670769230769231
996,8,28.996610169491525
997,9,33.75483870967742
998,10,30.68910891089109
999,11,34.81224489795918
1000,12,30.06086956521739
1001,0,19.96923076923077
1002,1,26.577777777777776
1003,2,23.11428571428572
1004,3,12.64
1005,4,14.700000000000003
1006,5,29.1304347826087
1007,6,21.540000000000003
1008,7,15.670769230769231
1009,8,34.505660377358495
1010,9,36.12173913043478
1011,10,27.996
1012,11,29.475
1013,12,24.780645161290323
1014,0,20.96923076923077
1015,1,29.229268292682928
1016,2,23.11428571428572
1017,3,18.64
1018,4,18.700000000000003
1019,5,30.1304347826087
1020,6,18.540000000000003
1021,7,18.67076923076923
1022,8,36.505660377358495
1023,9,31.121739130434783
1024,10,30.996
1025,11,31.475
1026,12,25.780645161290323
1027,0,24.96923076923077
1028,1,25.229268292682928
1029,2,23.11428571428572
1030,3,14.64
1031,4,21.7875
1032,5,28.1304347826087
1033,6,15.540000000000003
1034,7,18.67076923076923
1035,8,38.505660377358495
1036,9,33.12173913043478
1037,10,29.996
1038,11,35.475
1039,12,26.780645161290323
1040,0,22.96923076923077
1041,1,29.229268292682928
1042,2,24.11428571428572
1043,3,18.64
1044,4,20.700000000000003
1045,5,29.1304347826087
1046,6,24.472727272727276
1047,7,17.67076923076923
1048,8,35.505660377358495
1049,9,35.12173913043478
1050,10,30.996
1051,11,36.475
1052,12,29.780645161290323
1053,0,27.15675675675676
1054,1,27.229268292682928
1055,2,17.989830508474576
1056,3,11.64
1057,4,16.700000000000003
1058,5,29.1304347826087
1059,6,21.087804878048782
1060,7,14.763934426229508
1061,8,34.25090909090909
1062,9,35.12173913043478
1063,10,34.68910891089109
1064,11,30.475
1065,12,24.780645161290323
1066,0,25.15675675675676
1067,1,31.229268292682928
1068,2,24.11428571428572
1069,3,14.64
1070,4,20.700000000000003
1071,5,32.1304347826087
1072,6,17.087804878048782
1073,7,14.763934426229508
1074,8,37.25090909090909
1075,9,31.121739130434783
1076,10,29.68910891089109
1077,11,32.475
1078,12,26.780645161290323
1079,0,22.15675675675676
1080,1,26.229268292682928
1081,2,24.11428571428572
1082,3,11.64
1083,4,14.700000000000003
1084,5,28.1304347826087
1085,6,22.087804878048782
1086,7,18.763934426229508
1087,8,33.25090909090909
1088,9,37.12173913043478
1089,10,27.68910891089109
1090,11,33.475
1091,12,25.780645161290323
1092,0,23.15675675675676
1093,1,25.229268292682928
1094,2,22.11428571428572
1095,3,17.64
1096,4,16.700000000000003
1097,5,34.65
1098,6,18.087804878048782
1099,7,18.47741935483871
1100,8,32.25090909090909
1101,9,37.12173913043478
1102,10,30.68910891089109
1103,11,35.475
1104,12,29.780645161290323
1105,0,20.485714285714284
1106,1,25.229268292682928
1107,2,20.11428571428572
1108,3,18.01702127659574
1109,4,14.314285714285717
1110,5,28.489361702127663
1111,6,17.854545454545455
1112,7,13.93529411764706
1113,8,29.48
1114,9,37.75483870967742
1115,10,32.62857142857143
1116,11,33.475
1117,12,25.64
1118,0,23.96923076923077
1119,1,28.301265822784814
1120,2,20.36603773584906
1121,3,16.972727272727273
1122,4,15.821052631578947
1123,5,31.489361702127663
1124,6,18.087804878048782
1125,7,14.2
1126,8,32.505660377358495
1127,9,33.75483870967742
1128,10,29.996
1129,11,33.475
1130,12,29.347252747252742
1131,0,23.96923076923077
1132,1,31.301265822784814
1133,2,22.36603773584906
1134,3,11.972727272727273
1135,4,15.821052631578947
1136,5,33.48936170212767
1137,6,20.087804878048782
1138,7,21.47741935483871
1139,8,38.505660377358495
1140,9,32.75483870967742
1141,10,31.996
1142,11,32.475
1143,12,23.347252747252742
1144,0,18.96923076923077
1145,1,26.301265822784814
1146,2,20.36603773584906
1147,3,11.972727272727273
1148,4,18.821052631578947
1149,5,30.489361702127663
1150,6,19.087804878048782
1151,7,14.477419354838709
1152,8,37.505660377358495
1153,9,34.75483870967742
1154,10,30.996
1155,11,35.475
1156,12,24.347252747252742
1157,0,23.96923076923077
1158,1,32.676923076923075
1159,2,23.36603773584906
1160,3,18.972727272727273
1161,4,14.821052631578947
1162,5,27.489361702127663
1163,6,19.087804878048782
1164,7,16.47741935483871
1165,8,32.505660377358495
1166,9,32.75483870967742
1167,10,31.996
1168,11,34.475
1169,12,25.347252747252742
1170,0,19.96923076923077
1171,1,31.301265822784814
1172,2,20.36603773584906
1173,3,12.972727272727273
1174,4,14.821052631578947
1175,5,27.489361702127663
1176,6,16.087804878048782
1177,7,15.477419354838709
1178,8,33.505660377358495
1179,9,30.754838709677422
1180,10,33.995999999999995
1181,11,31.88695652173913
1182,12,30.2390243902439
1183,0,24.96923076923077
1184,1,30.301265822784814
1185,2,24.51636363636364
1186,3,14.972727272727273
1187,4,17.415384615384617
1188,5,24.176470588235293
1189,6,17.854545454545455
1190,7,21.47741935483871
1191,8,35.505660377358495
1192,9,36.12173913043478
1193,10,30.996
1194,11,31.475
1195,12,33.6
1196,0,21.96923076923077
1197,1,27.301265822784814
1198,2,24.51636363636364
1199,3,11.972727272727273
1200,4,18.415384615384617
1201,5,25.176470588235293
1202,6,18.854545454545455
1203,7,14.477419354838709
1204,8,38.505660377358495
1205,9,32.12173913043478
1206,10,28.68910891089109
1207,11,35.475
1208,12,28.6
1209,0,20.96923076923077
1210,1,32.30126582278481
1211,2,21.51636363636364
1212,3,14.972727272727273
1213,4,15.415384615384616
1214,5,26.176470588235293
1215,6,20.854545454545455
